Id,jobTitle,companyName,postedDate,numOfApplicants,sizeOfEmployee,seniorityLevel,employmentType,jobFunction,companyIndustry
1408,AVP - Retention Marketing,Raena,Posted 1 month ago,4 applicants,,Associate,Full-time,"['Marketing', 'Sales']","['Marketing & Advertising', 'Computer Software', 'Internet']"
1409,Corporate Secretary,Jobspedia,Posted 4 weeks ago,12 applicants,,Associate,Full-time,"['Business Development', 'Sales']","['Staffing & Recruiting', 'Consumer Goods', 'Human Resources']"
1410,AVP - Retention Marketing,Raena,Posted 1 month ago,3 applicants,,Associate,Full-time,"['Marketing', 'Sales']","['Marketing & Advertising', 'Computer Software', 'Internet']"
1411,Warehouse Team Leader - SA,HEINEKEN,Posted 2 weeks ago,61 applicants,,Associate,Full-time,Information Technology,"['Food & Beverages', 'Food Production', 'Consumer Goods']"
1412,"Enterprise Account Manager, FSI / Commercial Accounts, Indonesia",iZeno,Posted 2 weeks ago,9 applicants,,Associate,Full-time,"['Sales', 'Business Development']","['Information Technology & Services', 'Computer Software', 'Management Consulting']"
1413,Growth Manager - GoPay,Go-Jek,Posted 5 days ago,0 applicants,,Associate,Full-time,Other,Hospitality
1414,"Senior FullStack Developer | ASP.NET Core, Angular",PT BCI Asia,Posted 6 days ago,1 applicant,,Associate,Full-time,"['Engineering', 'Information Technology']",
1415,Senior Customer Success Manager - Jakarta,iSeller,Posted 2 days ago,7 applicants,,Associate,Contract,"['Business Development', 'Sales']","['Information Technology & Services', 'Computer Software', 'Internet']"
1416,Senior Underwriting Consultant - 100% REMOTE,MassMutual,Posted 2 weeks ago,30 applicants,,Associate,Full-time,"['Finance', 'Sales']","['Banking', 'Insurance', 'Financial Services']"
1417,Legal & Compliance Specialist,Flip,Posted 3 weeks ago,28 applicants,,Entry level,Full-time,Legal,"['Information Technology & Services', 'Computer Software', 'Internet']"
1418,English into Indonesian MTPE long-term Translation Project - Park IP Translations,Park IP Translations,Posted 3 days ago,18 applicants,,Entry level,Full-time,Information Technology,
1419,Lowongan Business Development (Cikarang),Pt Bluepay Digital International,Posted 5 days ago,1 applicant,,Associate,Full-time,"['Business Development', 'Sales']",Consumer Goods
1420,Services Architect,NTT,Posted 1 month ago,0 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
1421,Account Executive (Manager) – Financial Institution,Visa,Posted 3 weeks ago,0 applicants,,Associate,Full-time,"['Sales', 'Business Development']",
1422,Account Executive (Manager) – Financial Institution,Visa,Posted 3 weeks ago,0 applicants,,Associate,Full-time,"['Sales', 'Business Development']",
1423,IT Consultant - DevOps Practitioner,Snipeyes,Posted 2 months ago,1 applicant,,Associate,Full-time,Information Technology,"['Information Technology & Services', 'Computer & Network Security', 'Management Consulting']"
1424,VP of Territory Sales,Ninja Van,Posted 5 days ago,3 applicants,,Executive,Full-time,"['Sales', 'Business Development']",Logistics & Supply Chain
1425,Business Development Manager(Jakarta),"8x8, Inc",Posted 1 month ago,0 applicants,,Associate,Contract,"['Sales', 'Business Development']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
1426,Account Manager - Jakarta,RGF,Posted 1 week ago,6 applicants,,Entry level,Full-time,"['Sales', 'Business Development']","['Automotive', 'Consumer Goods', 'Financial Services']"
1427,Account Manager,PT Asih Eka Abadi,Posted 3 weeks ago,8 applicants,,Entry level,Full-time,"['Sales', 'Business Development']","['Pharmaceuticals', 'Medical Practice']"
1428,Technical Sales (presales),Cybertrend,Posted 4 days ago,0 applicants,,Entry level,Full-time,"['Sales', 'Business Development']",Warehousing
1429,Settlements Manager,Followme Technology Ltd,Posted 2 weeks ago,3 applicants,,Director,Full-time,"['Finance', 'Sales']",Financial Services
1430,Customer Support Representative - CIRCLE,CIRCLE,Posted 1 month ago,0 applicants,,Entry level,Full-time,"['Customer Service', 'Information Technology']","['Information Technology & Services', 'Internet', 'Financial Services']"
1431,Dealer Operation Strategy Assistant Manager,Reeracoen Indonesia,Posted 5 days ago,1 applicant,,Associate,Full-time,"['Sales', 'Business Development']",Consumer Goods
1432,Product Marketing Manager - KYC,Go-Jek,Posted 5 days ago,1 applicant,,Entry level,Full-time,"['Marketing', 'Sales']",Marketing & Advertising
1433,Senior Enterprise Java Developer - APAC - Agiloft,Agiloft,Posted 1 week ago,0 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Information Services']"
1434,Account Executive,Takita by Fusion {art} Studio,Posted 1 month ago,48 applicants,,,Full-time,Public Relations,Design
1435,Senior Enterprise Java Developer - APAC,Agiloft,Posted 5 days ago,0 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']",Consumer Goods
1436,Business Development Manager,People Search Indonesia,Posted 3 weeks ago,0 applicants,,Associate,Full-time,"['Sales', 'Business Development']","['Chemicals', 'Staffing & Recruiting', 'Consumer Goods']"
1437,"Sales Manager, Indonesia - Jakarta",CORSAIR,Posted 1 month ago,1 applicant,,Entry level,Full-time,"['Sales', 'Business Development']","['Consumer Electronics', 'Consumer Goods', 'Retail']"
1438,Merchant Management Lead - Jakarta,ndigital,Posted 1 week ago,4 applicants,,Associate,Full-time,"['Sales', 'Business Development']","['Computer Software', 'Internet', 'Financial Services']"
1439,Senior .NET Developer Consultant,MSBU,Posted 2 months ago,20 applicants,,Mid-Senior level,Full-time,Consulting,Information Technology & Services
1440,USEFM HR Assistant,Embassy Jakarta,Posted 5 days ago,3 applicants,,Entry level,Full-time,Human Resources,Marketing & Advertising
1441,Accounting officer,Mahakarya Geo Survey,Posted 3 weeks ago,244 applicants,,Mid-Senior level,Full-time,"['Finance', 'Sales']",Oil & Energy
1442,HSE Officer- Business Solutions (Jakarta Selatan),Rgf Hr Agent,Posted 4 days ago,28 applicants,,Entry level,Full-time,"['Management', 'Manufacturing']",Human Resources
1443,Service Manager - Jakarta,"8x8, Inc",Posted 2 weeks ago,2 applicants,,Associate,Full-time,"['Customer Service', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
1444,"Director, Development Planning and Feasibility, Asia Pacific","Marriott International, Inc",Posted 2 days ago,2 applicants,,Director,Full-time,Other,"Leisure, Travel & Tourism"
1445,Senior Software Engineer,Kasual,Posted 1 month ago,25 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']","['Design', 'Apparel & Fashion', 'Graphic Design']"
1446,Head of Marketing,Qiscus Pte Ltd,Posted 3 days ago,24 applicants,,Mid-Senior level,Full-time,"['Marketing', 'Sales']",Telecommunications
1447,Key Account Specialist (Retail),Puratos,Posted 5 days ago,1 applicant,,Entry level,Full-time,"['Sales', 'Business Development']",Retail
1448,Senior Software Engineer,Kasual,Posted 1 month ago,0 applicants,,Mid-Senior level,Full-time,"['Information Technology', 'Engineering']",Apparel & Fashion
1449,Client Delivery Manager Enterprise,NTT Ltd.,Posted 4 weeks ago,0 applicants,,Associate,Full-time,"['Project Management', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
1450,Vice President of Marketing,Qiscus Pte Ltd,Posted 1 month ago,60 applicants,,Director,Full-time,"['Marketing', 'Sales']",Telecommunications
1451,Account Manager - Depok,RGF,Posted 1 week ago,3 applicants,,Entry level,Full-time,"['Sales', 'Business Development']","['Automotive', 'Consumer Goods', 'Financial Services']"
1452,HORECA Sales Supervisor,Pt. Mcdelica Food Indonesia,Posted 1 month ago,23 applicants,,Associate,Full-time,Business Development,"['Food & Beverages', 'Food Production', 'Hospitality']"
1453,Sales Executive Jakarta,Expeditors,Posted 5 days ago,1 applicant,,Associate,Full-time,"['Sales', 'Business Development']",Logistics & Supply Chain
1454,Business Development Senior Manager - Albertsons,"DEL MONTE FOODS, INC",Posted 2 weeks ago,2 applicants,,Mid-Senior level,Full-time,"['Sales', 'Business Development']","['Food & Beverages', 'Food Production', 'Consumer Goods']"
1455,Oracle EBS R-12 Functional Consultant (Contract Based),PT. Electronic Data Interchange Indonesia (Subsidiary of Pelabuhan Indonesia II - IPC),Posted 3 months ago,11 applicants,,Director,Contract,Consulting,Computer Software
1456,Financial Controller for Indonesia,People Solutions,Posted 5 days ago,3 applicants,,Director,Full-time,"['Finance', 'Sales']",Logistics & Supply Chain
1457,Senior Pega Developer,PT Anabatic Digital Raya,Posted 1 month ago,0 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
1458,"Experienced DCSA Investigator (FT employee) - Idaho Falls, ID",PerspectaX,Posted 1 month ago,4 applicants,,Associate,Full-time,"['Other', 'Information Technology', 'Management']","['Information Technology & Services', 'Defense & Space', 'Computer Software']"
1459,Area Sales Manager (Purwakarta Area),PT. Eden Pangan Indonesia (Eden Farm),Posted 5 days ago,76 applicants,,Mid-Senior level,Full-time,"['Sales', 'Business Development']",
1460,Product Line Manager APAC Packaging Adhesives,Henkel,Posted 5 days ago,2 applicants,,Associate,Full-time,"['Product Management', 'Marketing']",Warehousing
1461,Software Project Manager,Pt. Renjana Membangun Nusantara,Posted 9 hours ago,0 applicants,,Associate,Full-time,"['Project Management', 'Information Technology']",Civic & Social Organization
1462,Sales Manager,Manawa Living,Posted 4 days ago,13 applicants,,Mid-Senior level,Full-time,Business Development,
1463,Administrative Assistant - Open to US Eligible Family Members Only,Embassy Jakarta,Posted 5 days ago,6 applicants,,Entry level,Full-time,Administrative,Human Resources
1464,"Experienced DCSA Investigator (Contractor) - Idaho Falls, ID",PerspectaX,Posted 1 month ago,0 applicants,,Associate,Full-time,"['Other', 'Information Technology', 'Management']","['Information Technology & Services', 'Defense & Space', 'Computer Software']"
1465,Sales Account Manager - Jakarta,Leadbook,Posted 5 days ago,0 applicants,,Associate,Full-time,"['Sales', 'Business Development']",
1466,"Director, Development Planning and Feasibility, Asia Pacific - Marriott Hotels",Marriott Hotels,Posted 1 week ago,1 applicant,,Director,Full-time,Other,"['Food & Beverages', 'Retail', 'Hospitality']"
1467,"Director, Development Planning and Feasibility, Asia Pacific - Jakarta",Marriott Hotels,Posted 1 week ago,3 applicants,,Director,Full-time,Other,"['Food & Beverages', 'Retail', 'Hospitality']"
1468,Sales Consultant,Harcourts Section One,Posted 2 weeks ago,4 applicants,,Associate,Part-time,"['Sales', 'Business Development']",
1469,Procurement and Supplier Development Manager,Pt Amazon Data Srvcs Indonesia,Posted 2 days ago,7 applicants,,Mid-Senior level,Full-time,"['Engineering', 'Information Technology']",Hospitality
1470,District Manager,Brulis,Posted 2 days ago,0 applicants,,Mid-Senior level,Full-time,"['Sales', 'Business Development']",Consumer Goods
1471,"Sales Manager (Jakarta, Bandung, Karawang, Bekasi) (Remote)",Shipper,Posted 2 weeks ago,27 applicants,,Mid-Senior level,Full-time,Other,Logistics & Supply Chain
1472,Full Stack Web Developer,detik.com,Posted 1 month ago,5 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Marketing & Advertising', 'Online Media', 'Internet']"
1473,"Sales Manager (Surabaya, Yogyakarta, Semarang, Solo) (Remote)",Shipper,Posted 2 weeks ago,27 applicants,,Mid-Senior level,Full-time,Other,Logistics & Supply Chain
1474,Sales Manager - BMH,Thermo Fisher Scientific,Posted 1 week ago,9 applicants,,Entry level,Full-time,"['Sales', 'Business Development']","['Computer Software', 'Research', 'Biotechnology']"
1475,Medium Voltage Commercial Engineering Specialist,Rockwell Automation,Posted 5 days ago,1 applicant,,Entry level,Full-time,"['Management', 'Manufacturing']",Consumer Goods
1476,Senior Sales - Semarang,Expeditors,Posted 5 days ago,0 applicants,,Associate,Full-time,"['Sales', 'Business Development']",Logistics & Supply Chain
1477,Senior Sales Marketing for Mineral and Metal Resources,RGF,Posted 3 days ago,0 applicants,,Associate,Full-time,"['Sales', 'Business Development']","['Automotive', 'Consumer Goods', 'Financial Services']"
1478,Mobile Software Engineer,Pt. Renjana Membangun Nusantara,Posted 9 hours ago,0 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",Civic & Social Organization
1479,Sr. Procurement and Supplier Development Manager,Pt Amazon Data Srvcs Indonesia,Posted 5 days ago,4 applicants,,Mid-Senior level,Full-time,"['Engineering', 'Information Technology']",Retail
1480,Senior Sales Marketing for Mineral and Metal Resources,RGF,Posted 3 days ago,2 applicants,,Associate,Full-time,"['Sales', 'Business Development']","['Automotive', 'Consumer Goods', 'Financial Services']"
1481,Lowongan Head of Exim Unit,Pt Mitra Prodin,Posted 4 days ago,0 applicants,,Director,Full-time,"['Business Development', 'Sales']",Consumer Goods
1482,Sales Representative - Coronary (Base in Surabaya),Medtronic,Posted 3 days ago,0 applicants,,Entry level,Full-time,"['Sales', 'Business Development']",Consumer Goods
1483,Area Sales Manager - East Java,Puratos,Posted 3 days ago,16 applicants,,Mid-Senior level,Full-time,"['Sales', 'Business Development']",Hospitality
1484,Senior Strategic Account Manager,Shipper,Posted 2 weeks ago,6 applicants,,Mid-Senior level,Full-time,Other,Logistics & Supply Chain
